id,time,long,lat
6641,2008-02-03 09:04:17,116.27043,39.93632
6641,2008-02-03 09:09:17,116.27059,39.93631
6641,2008-02-03 09:19:17,116.27056,39.93637
6641,2008-02-03 09:24:17,116.27051,39.93628
6641,2008-02-03 09:29:17,116.27049,39.93629
6641,2008-02-03 09:34:17,116.27061,39.93629
6641,2008-02-03 09:39:18,116.27056,39.93623
6641,2008-02-03 09:44:17,116.27054,39.93627
6641,2008-02-03 09:49:17,116.27047,39.93631
6641,2008-02-03 09:54:17,116.27065,39.93624
6641,2008-02-03 09:59:17,116.27038,39.9363
6641,2008-02-03 10:04:17,116.27047,39.93632
