id,time,long,lat
9350,2008-02-04 20:02:15,116.33755,39.8288
9350,2008-02-04 20:07:15,116.33749,39.82946
9350,2008-02-04 20:07:40,116.33619,39.82999
9350,2008-02-04 20:08:15,116.33219,39.82979
9350,2008-02-04 20:11:37,116.31427,39.82959
9350,2008-02-04 20:12:17,116.30887,39.82957
9350,2008-02-04 20:12:46,116.30638,39.82958
9350,2008-02-04 20:15:28,116.29141,39.83191
9350,2008-02-04 20:17:19,116.28656,39.83262
9350,2008-02-04 20:17:43,116.28642,39.83247
9350,2008-02-04 20:19:19,116.28129,39.83479
9350,2008-02-04 20:22:20,116.28102,39.82755
9350,2008-02-04 20:22:47,116.27848,39.82686
9350,2008-02-04 20:23:41,116.27434,39.82702
9350,2008-02-04 20:27:22,116.28011,39.83493
9350,2008-02-04 20:28:02,116.28054,39.835
9350,2008-02-04 20:32:24,116.27778,39.84991
9350,2008-02-04 20:32:54,116.27762,39.85176
9350,2008-02-04 20:33:44,116.27754,39.85263
9350,2008-02-04 20:37:25,116.28682,39.85802
9350,2008-02-04 20:37:45,116.28747,39.85806
9350,2008-02-04 20:38:36,116.2879,39.85711
9350,2008-02-04 20:39:16,116.28801,39.85951
9350,2008-02-04 20:40:21,116.28819,39.86408
9350,2008-02-04 20:41:27,116.2886,39.87068
9350,2008-02-04 20:42:27,116.28877,39.87388
9350,2008-02-04 20:44:38,116.28901,39.88315
9350,2008-02-04 20:46:28,116.28913,39.89011
9350,2008-02-04 20:47:29,116.28965,39.8956
9350,2008-02-04 20:48:49,116.29662,39.89554
9350,2008-02-04 20:50:24,116.2979,39.89555
9350,2008-02-04 20:51:15,116.29783,39.89562
9350,2008-02-04 20:52:30,116.30839,39.89576
9350,2008-02-04 20:54:01,116.32828,39.89591
9350,2008-02-04 20:56:52,116.35646,39.89803
9350,2008-02-04 20:57:32,116.35708,39.89805
9350,2008-02-04 21:00:15,116.37005,39.89847
