id,time,long,lat
4595,2008-02-03 12:08:14,116.49368,39.86645
4595,2008-02-03 12:14:14,116.49587,39.87498
4595,2008-02-03 12:20:14,116.48387,39.90797
4595,2008-02-03 12:26:14,116.47443,39.92995
4595,2008-02-03 12:32:14,116.47173,39.918
4595,2008-02-03 12:38:24,116.47145,39.90822
4595,2008-02-03 12:44:24,116.47155,39.90208
4595,2008-02-03 12:50:24,116.48023,39.88767
4595,2008-02-03 12:52:05,116.48023,39.88767
4595,2008-02-03 12:55:28,116.48123,39.88722
4595,2008-02-03 12:56:25,116.48123,39.88722
4595,2008-02-03 13:02:25,116.46152,39.88643
