id,time,long,lat
1248,2008-02-04 22:09:37,116.34022,39.90692
1248,2008-02-04 22:09:53,116.3402,39.90668
1248,2008-02-04 22:10:10,116.34017,39.90645
1248,2008-02-04 22:10:24,116.34023,39.90612
1248,2008-02-04 22:10:27,116.34018,39.90603
1248,2008-02-04 22:10:30,116.34003,39.90598
1248,2008-02-04 22:10:36,116.33977,39.90602
1248,2008-02-04 22:11:07,116.33962,39.906
1248,2008-02-04 22:11:10,116.33958,39.90605
1248,2008-02-04 22:11:13,116.3395,39.90602
1248,2008-02-04 22:11:17,116.33938,39.906
1248,2008-02-04 22:11:43,116.3382,39.90602
1248,2008-02-04 22:11:46,116.33797,39.90597
1248,2008-02-04 22:15:10,116.31758,39.90627
1248,2008-02-04 22:17:40,116.30043,39.90637
1248,2008-02-04 22:17:52,116.30015,39.9064
1248,2008-02-04 22:18:12,116.29957,39.90648
1248,2008-02-04 22:19:05,116.29803,39.90672
1248,2008-02-04 22:19:24,116.29698,39.9069
1248,2008-02-04 22:19:28,116.29683,39.90688
1248,2008-02-04 22:19:36,116.29652,39.90682
1248,2008-02-04 22:19:52,116.29615,39.9067
1248,2008-02-04 22:21:03,116.2894,39.90682
1248,2008-02-04 22:22:48,116.2794,39.90632
1248,2008-02-04 22:23:33,116.2774,39.9064
1248,2008-02-04 22:23:49,116.27662,39.90635
1248,2008-02-04 22:23:57,116.27648,39.90633
1248,2008-02-04 22:24:01,116.2763,39.90625
1248,2008-02-04 22:24:58,116.26913,39.90628
1248,2008-02-04 22:25:19,116.2689,39.90627
1248,2008-02-04 22:26:35,116.2686,39.90628
1248,2008-02-04 22:26:59,116.26765,39.906
1248,2008-02-04 22:28:21,116.26772,39.89972
1248,2008-02-04 22:28:24,116.26777,39.89972
1248,2008-02-04 22:30:14,116.26755,39.89948
1248,2008-02-04 22:41:37,116.25542,39.89592
1248,2008-02-04 22:44:57,116.2087,39.89495
1248,2008-02-04 22:45:15,116.20475,39.89295
1248,2008-02-04 22:45:53,116.19763,39.88818
1248,2008-02-04 22:46:47,116.18465,39.888
1248,2008-02-04 22:47:18,116.17795,39.89042
1248,2008-02-04 22:48:09,116.16512,39.88975
1248,2008-02-04 22:48:54,116.15602,39.88573
1248,2008-02-04 22:49:01,116.15443,39.88607
1248,2008-02-04 22:49:23,116.14943,39.88792
1248,2008-02-04 22:51:05,116.12683,39.8873
1248,2008-02-04 22:51:43,116.11772,39.88552
1248,2008-02-04 22:52:15,116.11018,39.8867
1248,2008-02-04 22:52:29,116.10778,39.88832
1248,2008-02-04 22:53:14,116.10238,39.8935
1248,2008-02-04 22:53:31,116.10413,39.89565
1248,2008-02-04 22:54:25,116.10505,39.90452
1248,2008-02-04 22:54:29,116.105,39.90465
1248,2008-02-04 22:54:39,116.10495,39.90467
1248,2008-02-04 22:55:14,116.10063,39.90563
1248,2008-02-04 22:55:17,116.10062,39.90583
1248,2008-02-04 22:55:32,116.10062,39.90677
1248,2008-02-04 22:55:38,116.10053,39.90682
1248,2008-02-04 22:55:53,116.10057,39.90727
1248,2008-02-04 22:55:59,116.10048,39.90727
1248,2008-02-04 22:56:30,116.09992,39.90727
1248,2008-02-05 00:00:08,116.09523,39.94332
