id,time,long,lat
4775,2008-02-04 12:03:47,116.30739,40.02625
4775,2008-02-04 12:07:42,116.30612,40.03038
4775,2008-02-04 12:12:42,116.30998,40.01691
4775,2008-02-04 12:17:42,116.3293,40.00823
4775,2008-02-04 12:22:42,116.33078,39.99177
4775,2008-02-04 12:27:42,116.3473,39.98417
4775,2008-02-04 12:32:42,116.34839,39.95711
4775,2008-02-04 12:42:42,116.35004,39.94518
4775,2008-02-04 12:47:42,116.34981,39.94208
4775,2008-02-04 12:52:42,116.34997,39.92116
4775,2008-02-04 12:57:42,116.35568,39.91695
4775,2008-02-04 13:02:17,116.36514,39.91306
