id,time,long,lat
4031,2008-02-04 12:00:54,116.3273,39.97816
4031,2008-02-04 12:05:54,116.32803,39.96642
4031,2008-02-04 12:10:54,116.33279,39.96603
4031,2008-02-04 12:15:54,116.35511,39.95671
4031,2008-02-04 12:20:54,116.35285,39.94759
4031,2008-02-04 12:23:48,116.35235,39.94348
4031,2008-02-04 12:28:48,116.34938,39.93209
4031,2008-02-04 12:33:48,116.3499,39.91836
4031,2008-02-04 12:38:48,116.36264,39.90578
4031,2008-02-04 12:43:48,116.38621,39.90599
4031,2008-02-04 12:48:48,116.39641,39.90629
4031,2008-02-04 12:53:43,116.41009,39.90593
4031,2008-02-04 12:58:43,116.40525,39.90292
4031,2008-02-04 13:03:43,116.39304,39.89887
