id,time,long,lat
10132,2008-02-03 10:02:47,116.41669,39.95799
10132,2008-02-03 10:07:49,116.40784,39.96358
10132,2008-02-03 10:12:51,116.42026,39.96087
10132,2008-02-03 10:17:52,116.4188,39.96771
10132,2008-02-03 10:22:54,116.43226,39.96694
10132,2008-02-03 10:27:56,116.44368,39.95937
10132,2008-02-03 10:37:59,116.46322,39.91225
10132,2008-02-03 10:43:01,116.47116,39.9072
10132,2008-02-03 10:48:03,116.44418,39.91191
10132,2008-02-03 10:53:05,116.4382,39.9257
10132,2008-02-03 10:58:07,116.43315,39.92976
10132,2008-02-03 11:11:07,116.43365,39.95187
