id,time,long,lat
1317,2008-02-06 07:00:05,116.42543,39.94324
1317,2008-02-06 07:03:17,116.42543,39.94324
1317,2008-02-06 07:05:06,116.42543,39.94324
1317,2008-02-06 07:08:19,116.42543,39.94324
1317,2008-02-06 07:10:08,116.42543,39.94324
1317,2008-02-06 07:13:21,116.42543,39.94324
1317,2008-02-06 07:15:10,116.42543,39.94324
1317,2008-02-06 07:18:22,116.42543,39.94324
1317,2008-02-06 07:20:11,116.42543,39.94324
1317,2008-02-06 07:23:24,116.42543,39.94324
1317,2008-02-06 07:25:13,116.42543,39.94324
1317,2008-02-06 07:28:25,116.42543,39.94324
1317,2008-02-06 07:30:15,116.42543,39.94324
1317,2008-02-06 07:33:27,116.42543,39.94324
1317,2008-02-06 07:35:16,116.42543,39.94324
1317,2008-02-06 07:38:29,116.42543,39.94324
1317,2008-02-06 07:40:18,116.42543,39.94324
1317,2008-02-06 07:43:30,116.42543,39.94324
1317,2008-02-06 07:45:20,116.42252,39.94262
1317,2008-02-06 07:48:32,116.41953,39.94896
1317,2008-02-06 07:50:21,116.42401,39.95062
1317,2008-02-06 07:53:34,116.42134,39.94998
1317,2008-02-06 07:55:23,116.41842,39.95279
1317,2008-02-06 07:58:35,116.44238,39.95109
1317,2008-02-06 08:00:25,116.46048,39.96743
