id,time,long,lat
9645,2008-02-06 08:02:45,116.40518,40.07704
9645,2008-02-06 08:07:47,116.40519,40.07715
9645,2008-02-06 08:12:49,116.40499,40.07763
9645,2008-02-06 08:17:51,116.40506,40.07706
9645,2008-02-06 08:22:53,116.40505,40.07712
9645,2008-02-06 08:27:55,116.40497,40.07709
9645,2008-02-06 08:32:57,116.40537,40.0769
9645,2008-02-06 08:37:59,116.40513,40.07705
9645,2008-02-06 08:43:01,116.405,40.07707
9645,2008-02-06 08:53:05,116.40524,40.07673
9645,2008-02-06 08:58:07,116.40534,40.0767
9645,2008-02-06 09:03:09,116.40524,40.0768
