id,time,long,lat
3353,2008-02-03 08:03:05,116.47166,39.90237
3353,2008-02-03 08:04:39,116.47168,39.90553
3353,2008-02-03 08:07:10,116.47187,39.90959
3353,2008-02-03 08:12:12,116.45879,39.92136
3353,2008-02-03 08:14:41,116.45521,39.92116
3353,2008-02-03 08:14:45,116.45517,39.92063
3353,2008-02-03 08:19:42,116.42899,39.90732
3353,2008-02-03 08:19:47,116.4289,39.90757
3353,2008-02-03 08:27:19,116.42041,39.90688
3353,2008-02-03 08:37:23,116.4757,39.90669
3353,2008-02-03 08:39:54,116.48688,39.89942
3353,2008-02-03 08:40:52,116.4939,39.89951
3353,2008-02-03 08:42:24,116.49659,39.89532
3353,2008-02-03 08:44:55,116.47849,39.89196
3353,2008-02-03 08:47:26,116.4626,39.89212
3353,2008-02-03 08:51:05,116.44841,39.89232
3353,2008-02-03 08:52:28,116.43814,39.89549
3353,2008-02-03 08:54:59,116.42212,39.89933
3353,2008-02-03 08:56:07,116.41812,39.8992
3353,2008-02-03 08:57:30,116.41725,39.90254
3353,2008-02-03 09:02:31,116.43787,39.90707
