id,time,long,lat
5071,2008-02-04 08:00:08,115.97634,39.69678
5071,2008-02-04 08:00:38,115.97636,39.69677
5071,2008-02-04 08:01:08,115.97637,39.69679
5071,2008-02-04 08:01:38,115.97635,39.6968
5071,2008-02-04 08:02:08,115.97634,39.6968
5071,2008-02-04 08:02:38,115.97636,39.69678
5071,2008-02-04 08:03:08,115.97636,39.69675
5071,2008-02-04 08:03:38,115.97634,39.69676
5071,2008-02-04 08:04:08,115.97636,39.69676
5071,2008-02-04 08:04:38,115.97635,39.69675
5071,2008-02-04 08:05:08,115.97637,39.69675
5071,2008-02-04 08:05:38,115.97638,39.69675
5071,2008-02-04 08:06:08,115.97636,39.69677
5071,2008-02-04 08:06:38,115.97636,39.69673
5071,2008-02-04 08:07:08,115.97636,39.69674
5071,2008-02-04 08:07:38,115.97636,39.6968
5071,2008-02-04 08:08:08,115.97636,39.69679
5071,2008-02-04 08:08:38,115.97637,39.69679
5071,2008-02-04 08:09:08,115.97639,39.69677
5071,2008-02-04 08:09:38,115.97639,39.69676
5071,2008-02-04 08:10:08,115.97637,39.69676
5071,2008-02-04 08:10:38,115.97639,39.69677
5071,2008-02-04 08:11:08,115.9764,39.69675
5071,2008-02-04 08:12:08,115.97638,39.69674
5071,2008-02-04 08:12:38,115.97639,39.69673
5071,2008-02-04 08:13:38,115.97636,39.69672
5071,2008-02-04 08:14:08,115.97634,39.69674
5071,2008-02-04 08:14:38,115.97638,39.69677
5071,2008-02-04 08:15:08,115.9764,39.69677
5071,2008-02-04 08:15:38,115.97638,39.6968
5071,2008-02-04 08:16:08,115.97638,39.69679
5071,2008-02-04 08:16:38,115.9764,39.69681
5071,2008-02-04 08:17:08,115.9764,39.69676
5071,2008-02-04 08:17:38,115.97638,39.69678
5071,2008-02-04 08:18:08,115.97641,39.69677
5071,2008-02-04 08:19:08,115.97636,39.69681
5071,2008-02-04 08:19:38,115.97638,39.6968
5071,2008-02-04 08:20:08,115.9764,39.6968
5071,2008-02-04 08:20:38,115.97637,39.6968
5071,2008-02-04 08:21:08,115.97637,39.69683
5071,2008-02-04 08:21:38,115.97639,39.6968
5071,2008-02-04 08:22:08,115.97635,39.6968
5071,2008-02-04 08:22:38,115.97637,39.69679
5071,2008-02-04 08:23:08,115.97636,39.6968
5071,2008-02-04 08:23:38,115.97638,39.6968
