id,time,long,lat
10026,2008-02-04 10:03:20,116.39902,39.83488
10026,2008-02-04 10:08:20,116.39432,39.85306
10026,2008-02-04 10:13:20,116.39988,39.86389
10026,2008-02-04 10:18:20,116.37962,39.86981
10026,2008-02-04 10:23:20,116.3578,39.87586
10026,2008-02-04 10:28:20,116.35263,39.88663
10026,2008-02-04 10:33:20,116.35735,39.88274
10026,2008-02-04 10:38:20,116.35822,39.86767
10026,2008-02-04 10:43:20,116.35806,39.85319
10026,2008-02-04 10:48:20,116.38094,39.84871
10026,2008-02-04 10:53:20,116.38083,39.85456
10026,2008-02-04 10:58:20,116.38156,39.87254
10026,2008-02-04 11:03:20,116.3872,39.87631
