id,time,long,lat
9827,2008-02-05 10:04:25,116.37859,39.8864
9827,2008-02-05 10:08:40,116.37878,39.89842
9827,2008-02-05 10:09:27,116.38147,39.89859
9827,2008-02-05 10:13:41,116.37885,39.88812
9827,2008-02-05 10:14:28,116.37867,39.8881
9827,2008-02-05 10:18:43,116.37245,39.88181
9827,2008-02-05 10:19:30,116.36957,39.88183
9827,2008-02-05 10:29:34,116.36823,39.90384
9827,2008-02-05 10:30:50,116.37059,39.90434
9827,2008-02-05 10:34:36,116.37791,39.89872
9827,2008-02-05 10:35:51,116.37811,39.89519
9827,2008-02-05 10:39:37,116.37855,39.88552
9827,2008-02-05 10:40:53,116.37743,39.88194
9827,2008-02-05 10:44:38,116.38148,39.87264
9827,2008-02-05 10:45:54,116.38155,39.86408
9827,2008-02-05 10:49:40,116.38646,39.85936
9827,2008-02-05 10:50:56,116.38421,39.8595
9827,2008-02-05 10:54:42,116.38174,39.86904
9827,2008-02-05 10:59:44,116.37857,39.88698
9827,2008-02-05 11:04:45,116.378,39.89841
