id,time,long,lat
6206,2008-02-05 08:04:51,116.5027,39.98717
6206,2008-02-05 08:09:51,116.49687,39.97451
6206,2008-02-05 08:14:51,116.49699,39.97516
6206,2008-02-05 08:19:51,116.49689,39.97504
6206,2008-02-05 08:24:51,116.49728,39.97515
6206,2008-02-05 08:29:51,116.49697,39.97494
6206,2008-02-05 08:34:51,116.4968,39.97512
6206,2008-02-05 08:39:51,116.49692,39.9751
6206,2008-02-05 08:44:51,116.49775,39.97489
6206,2008-02-05 08:49:51,116.49695,39.97539
6206,2008-02-05 08:54:51,116.49712,39.97544
6206,2008-02-05 08:59:51,116.49708,39.97542
6206,2008-02-05 09:04:51,116.48581,39.97911
