id,time,long,lat
7704,2008-02-08 09:03:37,116.42735,39.83417
7704,2008-02-08 09:08:37,116.42735,39.83417
7704,2008-02-08 09:13:37,116.42735,39.83417
7704,2008-02-08 09:18:37,116.42718,39.83415
7704,2008-02-08 09:23:36,116.42714,39.83422
7704,2008-02-08 09:28:36,116.42721,39.83418
7704,2008-02-08 09:33:36,116.42727,39.83415
7704,2008-02-08 09:38:36,116.42731,39.83412
7704,2008-02-08 09:43:36,116.42733,39.8341
7704,2008-02-08 09:48:36,116.42734,39.8341
7704,2008-02-08 09:53:37,116.42735,39.8341
7704,2008-02-08 09:58:37,116.42736,39.8341
7704,2008-02-08 10:03:37,116.42736,39.8341
