id,time,long,lat
2907,2008-02-03 22:49:04,116.67736,39.98406
2907,2008-02-03 22:50:04,116.67736,39.98406
2907,2008-02-03 22:51:04,116.67736,39.98406
2907,2008-02-03 22:51:55,116.67736,39.98406
2907,2008-02-03 22:52:05,116.67736,39.98406
2907,2008-02-03 22:53:05,116.67736,39.98406
2907,2008-02-03 22:54:06,116.67736,39.98406
2907,2008-02-03 22:55:06,116.67736,39.98406
2907,2008-02-03 22:56:06,116.67762,39.98409
2907,2008-02-03 22:57:07,116.67659,39.98519
2907,2008-02-03 22:58:07,116.67149,39.98527
2907,2008-02-03 22:59:07,116.66315,39.98519
2907,2008-02-03 23:01:08,116.6475,39.98493
