id,time,long,lat
3244,2008-02-08 04:03:00,116.59824,39.95073
3244,2008-02-08 04:07:59,116.59821,39.95077
3244,2008-02-08 04:12:59,116.59825,39.95074
3244,2008-02-08 04:17:59,116.59829,39.95083
3244,2008-02-08 04:22:59,116.59818,39.95072
3244,2008-02-08 04:27:59,116.59817,39.9509
3244,2008-02-08 04:32:59,116.59814,39.9507
3244,2008-02-08 04:42:59,116.59816,39.95074
3244,2008-02-08 04:47:59,116.59816,39.95076
3244,2008-02-08 04:52:59,116.59826,39.95075
3244,2008-02-08 04:57:59,116.59817,39.9507
3244,2008-02-08 05:02:59,116.59821,39.95073
