id,time,long,lat
8262,2008-02-05 19:00:07,116.31603,39.95232
8262,2008-02-05 19:01:47,116.31092,39.9503
8262,2008-02-05 19:06:53,116.31097,39.95042
8262,2008-02-05 19:09:38,116.31292,39.95205
8262,2008-02-05 19:13:13,116.31107,39.95533
8262,2008-02-05 19:14:56,116.30533,39.9557
8262,2008-02-05 19:20:04,116.29755,39.97083
8262,2008-02-05 19:22:16,116.2955,39.98308
8262,2008-02-05 19:26:00,116.30715,39.98235
8262,2008-02-05 19:26:41,116.30925,39.98238
8262,2008-02-05 19:30:34,116.30952,39.98165
8262,2008-02-05 19:31:00,116.3099,39.9805
8262,2008-02-05 19:31:11,116.30993,39.98017
8262,2008-02-05 19:33:35,116.31217,39.97972
8262,2008-02-05 19:34:44,116.3184,39.97977
8262,2008-02-05 19:35:37,116.32112,39.97958
8262,2008-02-05 19:36:57,116.32667,39.97975
8262,2008-02-05 19:38:47,116.32815,39.98102
8262,2008-02-05 19:40:07,116.32835,39.97998
8262,2008-02-05 19:42:00,116.32792,39.97528
8262,2008-02-05 19:45:45,116.31878,39.97967
8262,2008-02-05 19:48:09,116.30785,39.98112
8262,2008-02-05 19:48:14,116.30785,39.98108
8262,2008-02-05 19:49:24,116.3093,39.98165
8262,2008-02-05 19:54:24,116.3145,39.97965
8262,2008-02-05 19:54:40,116.31367,39.97965
8262,2008-02-05 19:56:27,116.31082,39.9823
8262,2008-02-05 19:58:45,116.31358,39.98408
8262,2008-02-05 20:08:47,116.44368,39.98272
