id,time,long,lat
1127,2008-02-08 03:00:49,117.29356,40.60477
1127,2008-02-08 03:05:49,117.29356,40.60477
1127,2008-02-08 03:10:49,117.29356,40.60477
1127,2008-02-08 03:15:49,117.29356,40.60477
1127,2008-02-08 03:20:49,117.29356,40.60476
1127,2008-02-08 03:25:49,117.29356,40.60475
1127,2008-02-08 03:30:49,117.29356,40.60475
1127,2008-02-08 03:35:48,117.29356,40.60475
1127,2008-02-08 03:40:48,117.29356,40.60475
1127,2008-02-08 03:45:48,117.29356,40.60475
1127,2008-02-08 03:50:48,117.29356,40.60475
1127,2008-02-08 03:55:48,117.29357,40.60475
1127,2008-02-08 04:05:48,117.29357,40.60474
