id,time,long,lat
94,2008-02-02 20:01:43,116.33425,40.02657
94,2008-02-02 20:11:17,116.34229,40.02787
94,2008-02-02 20:15:09,116.35092,40.02899
94,2008-02-02 20:21:18,116.34376,40.02836
94,2008-02-02 20:31:17,116.36288,40.00099
94,2008-02-02 20:33:27,116.37309,40.00039
94,2008-02-02 20:38:27,116.38116,39.9889
94,2008-02-02 20:43:27,116.37748,39.98096
94,2008-02-02 20:43:29,116.37759,39.98097
94,2008-02-02 20:51:16,116.38906,39.94974
94,2008-02-02 20:56:11,116.3924,39.95017
94,2008-02-02 21:06:11,116.4165,39.9481
