id,time,long,lat
5072,2008-02-06 19:00:10,116.27654,40.36149
5072,2008-02-06 19:00:40,116.27653,40.36147
5072,2008-02-06 19:01:10,116.27656,40.36145
5072,2008-02-06 19:01:40,116.27655,40.36146
5072,2008-02-06 19:02:10,116.27654,40.36147
5072,2008-02-06 19:02:40,116.27654,40.36146
5072,2008-02-06 19:03:10,116.27654,40.36146
5072,2008-02-06 19:03:40,116.27654,40.36145
5072,2008-02-06 19:04:10,116.27652,40.36147
5072,2008-02-06 19:04:40,116.27652,40.36147
5072,2008-02-06 19:05:10,116.27651,40.36149
5072,2008-02-06 19:05:40,116.27651,40.36148
5072,2008-02-06 19:06:10,116.27652,40.36147
5072,2008-02-06 19:06:40,116.27654,40.36149
5072,2008-02-06 19:07:10,116.27653,40.36149
5072,2008-02-06 19:07:40,116.27652,40.3615
5072,2008-02-06 19:08:10,116.27652,40.3615
5072,2008-02-06 19:08:40,116.27652,40.36148
5072,2008-02-06 19:09:10,116.27654,40.36147
5072,2008-02-06 19:09:40,116.27654,40.36148
5072,2008-02-06 19:10:10,116.27652,40.36149
5072,2008-02-06 19:11:10,116.27647,40.36154
5072,2008-02-06 19:11:40,116.2765,40.36152
5072,2008-02-06 19:12:10,116.27651,40.36153
5072,2008-02-06 19:12:40,116.2765,40.36151
5072,2008-02-06 19:13:10,116.2765,40.3615
5072,2008-02-06 19:13:40,116.27651,40.3615
5072,2008-02-06 19:14:10,116.27652,40.36151
5072,2008-02-06 19:14:40,116.27652,40.3615
5072,2008-02-06 19:15:10,116.27651,40.3615
5072,2008-02-06 19:15:40,116.2765,40.36151
5072,2008-02-06 19:16:10,116.27649,40.36152
5072,2008-02-06 19:16:40,116.27651,40.3615
5072,2008-02-06 19:17:10,116.27651,40.3615
5072,2008-02-06 19:17:40,116.2765,40.36152
5072,2008-02-06 19:18:10,116.27651,40.36152
5072,2008-02-06 19:18:40,116.27651,40.3615
5072,2008-02-06 19:19:10,116.27652,40.36151
5072,2008-02-06 19:19:40,116.27651,40.36153
5072,2008-02-06 19:20:10,116.27651,40.36152
5072,2008-02-06 19:20:40,116.27651,40.36151
5072,2008-02-06 19:21:10,116.27652,40.3615
5072,2008-02-06 19:21:40,116.2765,40.36154
5072,2008-02-06 19:22:10,116.27649,40.36155
5072,2008-02-06 19:22:40,116.27649,40.36154
5072,2008-02-06 19:23:10,116.27648,40.36153
5072,2008-02-06 19:23:40,116.2765,40.36154
5072,2008-02-06 19:24:40,116.27649,40.36153
5072,2008-02-06 19:25:10,116.2765,40.36153
5072,2008-02-06 19:25:40,116.27649,40.36154
5072,2008-02-06 19:26:10,116.27648,40.36154
5072,2008-02-06 19:26:40,116.27649,40.36154
5072,2008-02-06 19:27:10,116.27649,40.36155
5072,2008-02-06 19:27:40,116.27649,40.36154
5072,2008-02-06 19:28:10,116.27649,40.36155
5072,2008-02-06 19:29:10,116.27649,40.36154
5072,2008-02-06 19:29:40,116.27652,40.36153
5072,2008-02-06 19:30:10,116.27651,40.3615
5072,2008-02-06 19:30:40,116.27648,40.36151
5072,2008-02-06 19:31:10,116.27649,40.36151
5072,2008-02-06 19:31:40,116.2765,40.36151
5072,2008-02-06 19:32:10,116.27652,40.3615
5072,2008-02-06 19:32:40,116.27651,40.36153
5072,2008-02-06 19:33:10,116.27651,40.36153
5072,2008-02-06 19:33:40,116.27651,40.36151
5072,2008-02-06 19:34:10,116.27655,40.36152
5072,2008-02-06 19:34:40,116.27653,40.36152
5072,2008-02-06 19:35:10,116.27653,40.36153
5072,2008-02-06 19:35:40,116.2765,40.36153
5072,2008-02-06 19:36:10,116.27651,40.36152
5072,2008-02-06 19:36:40,116.27651,40.36151
5072,2008-02-06 19:37:10,116.27653,40.36151
5072,2008-02-06 19:37:40,116.27653,40.36151
5072,2008-02-06 19:38:10,116.27652,40.36151
5072,2008-02-06 19:38:40,116.27653,40.36151
5072,2008-02-06 19:39:10,116.27652,40.3615
5072,2008-02-06 19:39:40,116.27651,40.36148
5072,2008-02-06 19:40:10,116.27652,40.36149
5072,2008-02-06 19:40:40,116.27652,40.36149
5072,2008-02-06 19:41:10,116.27651,40.36148
5072,2008-02-06 19:41:40,116.2765,40.36148
5072,2008-02-06 19:42:10,116.2765,40.3615
5072,2008-02-06 19:42:40,116.27647,40.36149
5072,2008-02-06 19:43:10,116.27651,40.36149
5072,2008-02-06 19:43:40,116.27654,40.36149
5072,2008-02-06 19:44:10,116.27652,40.36151
5072,2008-02-06 19:44:40,116.27653,40.36151
5072,2008-02-06 19:45:10,116.27654,40.3615
5072,2008-02-06 19:45:40,116.27649,40.3615
5072,2008-02-06 19:46:10,116.27649,40.36148
5072,2008-02-06 19:46:40,116.27648,40.36147
5072,2008-02-06 19:47:10,116.27649,40.36148
5072,2008-02-06 19:47:40,116.27648,40.36147
5072,2008-02-06 19:48:10,116.27653,40.3615
5072,2008-02-06 19:48:40,116.27653,40.36152
5072,2008-02-06 19:49:10,116.2765,40.3615
5072,2008-02-06 19:49:40,116.27649,40.36147
5072,2008-02-06 19:50:10,116.2765,40.36148
5072,2008-02-06 19:50:40,116.27651,40.3615
5072,2008-02-06 19:51:10,116.27653,40.36151
5072,2008-02-06 19:51:40,116.2765,40.36147
5072,2008-02-06 19:52:10,116.27651,40.36149
5072,2008-02-06 19:52:40,116.27648,40.36146
5072,2008-02-06 19:53:10,116.27648,40.36147
5072,2008-02-06 19:54:10,116.27652,40.36148
5072,2008-02-06 19:54:40,116.27651,40.36148
5072,2008-02-06 19:55:10,116.27652,40.36147
5072,2008-02-06 19:55:40,116.2765,40.36152
5072,2008-02-06 19:56:10,116.27648,40.3615
5072,2008-02-06 19:56:40,116.27651,40.36146
5072,2008-02-06 19:57:10,116.2765,40.36146
5072,2008-02-06 19:58:10,116.27652,40.36149
5072,2008-02-06 19:58:40,116.27652,40.36148
5072,2008-02-06 19:59:10,116.27651,40.36147
5072,2008-02-06 19:59:40,116.27651,40.36147
5072,2008-02-06 20:00:10,116.27653,40.36149
