id,time,long,lat
3007,2008-02-06 23:12:41,116.38988,39.93652
3007,2008-02-06 23:13:39,116.38983,39.93748
3007,2008-02-06 23:14:16,116.38975,39.9385
3007,2008-02-06 23:17:41,116.41025,39.93947
3007,2008-02-06 23:19:55,116.42625,39.9397
3007,2008-02-06 23:28:41,116.44692,39.88308
3007,2008-02-06 23:32:08,116.45428,39.88307
3007,2008-02-06 23:41:54,116.48927,39.92167
3007,2008-02-06 23:43:34,116.49822,39.92143
3007,2008-02-06 23:45:16,116.49592,39.92142
3007,2008-02-06 23:45:21,116.49587,39.9215
3007,2008-02-06 23:47:12,116.49288,39.92185
3007,2008-02-06 23:48:13,116.48553,39.92188
3007,2008-02-06 23:48:26,116.48527,39.92185
3007,2008-02-06 23:50:13,116.48353,39.92212
3007,2008-02-06 23:54:31,116.49073,39.90725
3007,2008-02-06 23:57:18,116.48957,39.92163
3007,2008-02-06 23:59:29,116.49752,39.9234
3007,2008-02-07 00:00:26,116.4978,39.92342
